Output Belt,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14
71,[1021.6863385901931],[3628.1765271415006],[4126.129421473758],[3718.182661615684],[3152.732274999647],[2682.721378443097],[2157.4191811886312],[1288.4386198433078],[3772.3164151251794],[4204.015568165165],[3760.2685264744255],[3175.473418272866],[2695.009580173272],[2164.0591244820403]
72,[400.0179209166206],[1567.7465502615332],[1743.9006111321617],[1677.1065913236143],[1590.728919016689],[1430.9246376127967],[1078.7860356580195],[510.62078988293],[1613.3419539179495],[1762.697056956951],[1684.8553192065076],[1593.9232880140416],[1432.2414980633716],[1079.3289038888738]
73,[349.4638161794203],[1072.1778098457241],[1274.5181336185517],[1295.215997976803],[1239.4163093993013],[1090.3287232658486],[814.3768047762328],[431.3249438802909],[1111.8609135682261],[1293.754965131613],[1304.541268733084],[1243.9368394366365],[1092.520101119911],[815.4390998742886]
74,[337.8054121067794],[1225.7222675956054],[1593.9933422667505],[1737.6500731855022],[1743.8072339279424],[1571.4272588496065],[1171.5449776813293],[579.026118775696],[1373.946955842764],[1685.0740728945843],[1793.6171296172033],[1778.1977288661988],[1592.5594429862076],[1184.5302286114184]
75,[272.15292651052516],[987.3092390805677],[1311.320048463926],[1416.1551921564446],[1427.4656550183083],[1374.6828555860097],[1204.1126438444785],[847.1654966599446],[1440.6689690140834],[1668.7644860211449],[1697.9767071801393],[1649.663451333258],[1549.8712569508552],[1342.2372179031154]
76,[312.5029426011379],[1595.5917152394309],[1682.5991249090332],[1550.656687405036],[1398.4553612985442],[1185.3502539954911],[847.8466083239173],[397.5797065477418],[1618.5530941021138],[1688.7961744301758],[1552.329209904541],[1398.9067586129931],[1185.4720816752697],[847.8794884122234]
77,[670.5326583856811],[2643.699225248758],[2379.7538745833867],[1856.7014505524744],[1524.7338780264085],[1360.0123171184002],[1149.4982035364003],[702.514064928414],[2649.827371071039],[2380.928124726793],[1856.9264555440782],[1524.776992559143],[1360.0205785481562],[1149.499786557653]
78,[537.7835668044208],[1903.9343928650949],[2109.0095003103033],[1931.476472656687],[1711.4853995703115],[1492.4161269783904],[1168.1837621882783],[644.5679513468908],[1952.2591476099558],[2130.8786334345587],[1941.3732426688982],[1715.9641347866595],[1494.4429568545424],[1169.1009942076812]
79,[152.52098639226085],[947.2470047774424],[1176.4626491219944],[1245.713484956533],[1218.7902862744788],[1043.1390321532854],[701.1095758982881],[268.854061475967],[994.7570816437658],[1195.865621167733],[1253.6376001977476],[1222.0264710305064],[1044.4606802434942],[701.6493329906788]
80,[45.86302511595028],[422.3203330727822],[597.5448819831561],[674.0669546910644],[693.199263018],[646.2379458492087],[510.11968226172456],[284.807140122262],[586.6767977878258],[710.5966200136734],[751.8290037463266],[746.6874833551408],[683.0295395583883],[535.4265883268237]
81,[163.19308486265027],[776.9564376983318],[875.8073667687086],[947.4824347260894],[975.9384410916963],[852.1292104278359],[551.6007474040048],[175.77177191737155],[779.9688277135896],[876.5287849552449],[947.6552025938719],[975.9798161730224],[852.1391190837494],[551.6031203651897]
82,[78.55924884036699],[614.7574649890951],[808.9141812232733],[902.5553708075374],[914.1372053602662],[794.6965935207081],[538.0498909424243],[217.16337597001365],[674.7027814103052],[834.8401116789934],[913.7681545598475],[918.9866559784726],[796.7939470252363],[538.9569816768762]
83,[78.1891333212333],[239.32921795292043],[283.27993559010065],[305.6090486813423],[295.7827039478486],[236.542354550276],[140.01798852292066],[44.438017705922135],[230.79694828957588],[281.1229809448739],[305.06377133719633],[295.6448580350025],[236.50750715400625],[140.00917911390948]
88,[259.8480795050916],[942.8606743271392],[949.6001222668333],[907.6972878259974],[849.7418953813292],[716.3645303773253],[487.85169697941785],[213.30585945889493],[935.1943578886396],[948.3373460675701],[907.4892865333013],[849.707633935961],[716.3588869189434],[487.850767403267]
89,[208.50005445050294],[863.9408820164291],[1043.6106949273633],[1168.6736670693108],[1179.7317283250952],[972.5184311533135],[574.3768890902102],[148.21619943541634],[848.8357339068972],[1039.8258424265769],[1167.7253077186556],[1179.4941007140355],[972.4588895022516],[574.3619699139606]
90,[1293.1635584626931],[3314.85373204917],[3591.319850041775],[3433.1152173964488],[3223.3512921984693],[2874.15447503669],[2195.5101903316254],[1161.324490443207],[3261.2872909984717],[3569.5557125221303],[3424.2724107308786],[3219.758444576822],[2872.694694842395],[2194.91707911733]
91,[948.9491418135642],[2293.8694159121715],[2417.5613317397156],[2360.377429773945],[2300.8126882731544],[2087.0337165645733],[1572.8147756357052],[801.3905927998674],[2244.766872579497],[2401.2216497771788],[2354.940130837554],[2299.00333728386],[2086.4316251510313],[1572.6144197774963]
92,[695.1448802084338],[1730.8249858541308],[1875.39492976035],[1820.0661898528003],[1745.7038461376183],[1581.4757563755331],[1217.1321842393857],[650.0068328381473],[1712.6550056126214],[1868.080741371373],[1817.1219185284301],[1744.5186519410108],[1580.998665398202],[1216.9401348678123]
93,[811.8181101367898],[2065.5936652040637],[2148.9125933052],[2078.9488295087604],[2021.6883647698844],[1833.6877395397598],[1376.9295213556518],[686.9182370821727],[2026.8471048991994],[2136.892597617919],[2075.2199747359637],[2020.5315958093663],[1833.3288855458256],[1376.818197320034]
94,[1007.0039218650002],[2488.2212524032166],[2561.4263393748606],[2440.6494621567836],[2358.110512081147],[2154.8882668424008],[1646.5296905348678],[840.9577710627839],[2434.8767421964603],[2544.288713748186],[2435.143774486549],[2356.3417374922687],[2154.320024738299],[1646.3471352839583]
95,[608.4394002148877],[1647.8475605614688],[1624.3208588016787],[1513.3321635740106],[1452.4391366227812],[1323.9325005320504],[1008.6533829308171],[515.4820882158831],[1625.4722185325813],[1618.934989523154],[1512.0357548823397],[1452.1270838400408],[1323.8573876916],[1008.6353028523414]
96,[879.7285036296723],[2376.1765041940057],[2436.0980297189258],[2288.8579351180456],[2216.1942979493474],[2070.6991234838106],[1633.7502235170618],[863.5926143331801],[2370.723104826336],[2434.2549602656813],[2288.235038319102],[2215.9837793378806],[2070.627975123682],[1633.7261777136355]
97,[683.073421141583],[1597.952417097488],[1625.0756272066412],[1543.4289266169799],[1499.3227616212225],[1385.6804142178062],[1076.8670911384534],[571.8733445634766],[1562.9204656369914],[1614.0393252462861],[1539.9521017219267],[1498.2274389855893],[1385.335348903232],[1076.758383377426]
98,[914.6119080118044],[2286.0807402628784],[2290.4537241370654],[2156.807538546535],[2080.476324431244],[1903.9101201522196],[1460.7172764436243],[762.3256502185473],[2244.6217340301596],[2279.1667621832285],[2153.73473189429],[2079.639771534131],[1903.6823737207426],[1460.6552738646726]
100,[581.7898922373357],[1420.0487004187682],[1534.5919366040746],[1518.1896233242446],[1494.8566628407712],[1370.9440127127425],[1040.9833956646885],[520.2684609694485],[1395.8804865130842],[1525.0976424800074],[1514.459864010376],[1493.3914560167982],[1370.3684176524837],[1040.7572776395923]
109,[2807.436978467409],[19718.02055681201],[19714.76487012214],[16712.791456523446],[13739.754621723598],[10989.914389816298],[7888.106501132346],[3995.5867677156657],[19972.144877818148],[19769.11758819794],[16724.416545969943],[13742.241023681465],[10990.446187418764],[7888.22024327653]
306,[64.2354985550731],[385.49879789331163],[325.76509384902243],[325.6986973983908],[301.7566556461199],[242.69972750524806],[157.57330283549356],[75.75158288735707],[384.19347699737693],[325.91304888236544],[325.6819270456295],[301.7585565259033],[242.69951204502476],[157.5733272573998]
307,[167.43957933239915],[647.0893239920997],[922.1796581984377],[1126.8077824674115],[1255.2686700074478],[1221.557109001742],[963.5348713015696],[517.8464339566106],[897.193348992558],[1100.69221437692],[1254.2216963910976],[1346.2107628713297],[1286.467321707526],[1009.8647454096626]
308,[84.03905352645657],[433.40563135996075],[573.9474288947607],[566.0599680776079],[500.6822346907311],[444.62331696669264],[401.7129165789056],[319.4289963463347],[628.7879934759275],[736.1220187209113],[700.6708781948159],[612.4142707760858],[537.3650410729254],[478.6919790890174]
309,[107.22845035496647],[472.73118406119636],[686.2742955077201],[823.3148690986866],[871.0791191024045],[787.1722443091285],[564.0362252482456],[256.24594417385725],[571.6899551889708],[751.9903274456951],[866.9552337117116],[900.0595880594358],[806.4174451321937],[576.8164792623978]
310,[40.670965105619985],[218.76485173328484],[296.4667317556076],[305.3140962214967],[284.1538434716345],[257.9793302624035],[225.73014163487053],[166.50846241617222],[321.746885335055],[380.74446670279497],[374.2847346854304],[340.5975646170069],[304.17135817008386],[263.53245868495503]
