Output Belt,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14
806,[4.0],[115.0],[186.0],[156.0],[154.0],[120.0],[0.0],[7.0],[159.0],[195.0],[156.0],[155.0],[157.0],[0.0]
807,[11.0],[282.0],[368.0],[296.0],[284.0],[228.0],[0.0],[18.0],[306.0],[377.0],[312.0],[295.0],[296.0],[1.0]
808,[59.0],[235.0],[358.0],[314.0],[319.0],[262.0],[1.0],[67.0],[280.0],[374.0],[325.0],[324.0],[325.0],[1.0]
809,[39.0],[570.0],[654.0],[593.0],[570.0],[501.0],[1.0],[45.0],[647.0],[664.0],[576.0],[575.0],[575.0],[3.0]
810,[66.0],[156.0],[238.0],[205.0],[208.0],[165.0],[1.0],[76.0],[240.0],[262.0],[216.0],[214.0],[218.0],[1.0]
851,[8.0],[316.0],[438.0],[373.0],[364.0],[310.0],[0.0],[10.0],[443.0],[473.0],[394.0],[375.0],[380.0],[1.0]
852,[6.0],[215.0],[342.0],[287.0],[280.0],[227.0],[0.0],[8.0],[303.0],[368.0],[302.0],[283.0],[286.0],[1.0]
853,[2.0],[19.0],[55.0],[46.0],[39.0],[33.0],[0.0],[2.0],[47.0],[63.0],[49.0],[49.0],[41.0],[0.0]
854,[9.0],[421.0],[609.0],[565.0],[511.0],[434.0],[1.0],[14.0],[561.0],[663.0],[578.0],[531.0],[526.0],[3.0]
856,[5.0],[249.0],[408.0],[349.0],[322.0],[267.0],[0.0],[10.0],[332.0],[432.0],[363.0],[337.0],[344.0],[1.0]
857,[16.0],[214.0],[306.0],[265.0],[272.0],[222.0],[0.0],[17.0],[275.0],[324.0],[277.0],[275.0],[280.0],[1.0]
858,[8.0],[100.0],[207.0],[179.0],[176.0],[133.0],[0.0],[9.0],[167.0],[226.0],[184.0],[176.0],[180.0],[0.0]
859,[12.0],[354.0],[554.0],[504.0],[456.0],[387.0],[1.0],[18.0],[458.0],[578.0],[503.0],[471.0],[474.0],[2.0]
901,[76.0],[487.0],[634.0],[580.0],[551.0],[471.0],[2.0],[83.0],[667.0],[682.0],[580.0],[549.0],[542.0],[2.0]
902,[58.0],[306.0],[394.0],[326.0],[329.0],[275.0],[1.0],[61.0],[378.0],[409.0],[339.0],[332.0],[336.0],[1.0]
